id,word,translation,gender,status
678,speech,речь,feminine,FALSE
679,block,блок,masculine,FALSE
680,shake,встряска,feminine,FALSE
681,dig,копание,neuter,FALSE
682,post,пост,masculine,FALSE
683,reality,реальность,feminine,FALSE
684,football,футбол,masculine,FALSE
685,spread,распространение,neuter,FALSE
686,coat,пальто,neuter,FALSE
687,chest,грудь,feminine,FALSE
688,success,успех,masculine,FALSE
689,madame,мадам,feminine,FALSE
690,safety,безопасность,feminine,FALSE
691,permission,разрешение,neuter,FALSE
692,fancy,увлечение,neuter,FALSE
693,theory,теория,feminine,FALSE
694,gate,ворота,plural,FALSE
695,journey,путешествие,neuter,FALSE
696,paint,краска,feminine,FALSE
697,lover,возлюбленный(ая),masculine(feminine),FALSE
698,mood,настроение,neuter,FALSE
699,storm,шторм,masculine,FALSE
700,page,страница,feminine,FALSE
701,cheese,сыр,masculine,FALSE
702,priest,священник,masculine,FALSE
703,regret,сожаление,neuter,FALSE
704,contract,договор,masculine,FALSE
705,thief,вор,masculine,FALSE
706,divorce,развод,masculine,FALSE
707,lesson,урок,masculine,FALSE
708,community,сообщество,neuter,FALSE
709,subject,предмет,masculine,FALSE
710,rent,аренда,feminine,FALSE
711,revenge,месть,feminine,FALSE
712,trade,торговля,feminine,FALSE
713,forest,лес,masculine,FALSE
714,rush,спешка,feminine,FALSE
715,owner,владелец,masculine,FALSE
716,amount,количество,neuter,FALSE
717,artist,художник,masculine,FALSE
718,pocket,карман,masculine,FALSE
719,cancer,рак,"masculine (if meant as ""cancer""); рак",FALSE
720,pair,пара,feminine,FALSE
721,ruin,разрушение,neuter,FALSE
722,grandfather,дедушка,masculine,FALSE
723,bike,велосипед,masculine,FALSE
724,loss,потеря,feminine,FALSE
725,liar,лгун,masculine,FALSE
726,winter,зима,feminine,FALSE
727,assistant,помощник,masculine,FALSE
728,murderer,убийца,masculine,FALSE
729,farm,ферма,feminine,FALSE
730,tongue,язык,masculine,FALSE
731,toilet,туалет,masculine,FALSE
732,genius,гений,masculine (person); гениальность,FALSE
733,square,площадь,feminine,FALSE
734,secretary,секретарь,masculine,FALSE
735,connection,связь,feminine,FALSE
736,downstairs,нижний этаж,masculine,FALSE
737,bedroom,спальня,feminine,FALSE
738,professional,профессионал,masculine,FALSE
739,tour,тур,masculine,FALSE
740,player,игрок,masculine,FALSE
741,silver,серебро,neuter,FALSE
742,pity,жалость,feminine,FALSE
743,clock,часы,plural,FALSE
744,ocean,океан,masculine,FALSE
745,dna,ДНК,neuter,FALSE
746,crash,крушение,neuter,FALSE
747,bath,ванна,feminine,FALSE
748,fortune,удача,feminine,FALSE
749,century,век,masculine,FALSE
750,insurance,страхование,neuter,FALSE
751,airport,аэропорт,masculine,FALSE
752,temple,храм,masculine,FALSE
753,knowledge,знание,neuter,FALSE
754,map,карта,feminine,FALSE
755,competition,соревнование,neuter,FALSE
756,defense,защита,feminine,FALSE
757,goodness,доброта,feminine,FALSE
758,event,событие,neuter,FALSE
759,period,период,masculine,FALSE
760,shape,форма,feminine,FALSE
761,hell,ад,masculine,FALSE
762,telephone,телефон,masculine,FALSE
763,request,запрос,masculine,FALSE
764,grant,грант,masculine,FALSE
765,affair,дело,neuter,FALSE
766,grave,могила,feminine,FALSE
767,giant,гигант,masculine,FALSE
768,plant,завод,masculine,FALSE
769,site,место,neuter,FALSE
770,statement,заявление,neuter,FALSE
771,rise,подъем,masculine,FALSE
772,jacket,куртка,feminine,FALSE
773,mercy,милосердие,neuter,FALSE
774,whore,шлюха,feminine,FALSE
775,switch,переключатель,masculine,FALSE
776,meal,еда,feminine,FALSE
777,direction,направление,neuter,FALSE
778,data,данные,"plural, neuter",FALSE
779,horn,рог,masculine,FALSE
780,attorney,адвокат,masculine,FALSE
781,official,чиновник,masculine,FALSE
782,rat,крыса,feminine,FALSE
783,pizza,пицца,feminine,FALSE
784,shock,шок,masculine,FALSE
785,soup,суп,masculine,FALSE
786,courage,мужество,neuter,FALSE
787,yellow,желтый,masculine,FALSE
788,location,местоположение,neuter,FALSE
789,jerk,придурок,masculine,FALSE
790,chocolate,шоколад,masculine,FALSE
791,image,образ,masculine,FALSE
792,regular,обычный,masculine,FALSE
793,taxi,такси,neuter,FALSE
794,piss,моча,feminine,FALSE
795,wound,рана,feminine,FALSE
796,plate,тарелка,feminine,FALSE
797,television,телевидение,neuter,FALSE
798,freak,чудак,mascunline,FALSE
799,traffic,движение,neuter,FALSE
800,dawn,рассвет,masculine,FALSE
801,poison,яд,masculine,FALSE
802,mystery,тайна,feminine,FALSE
803,indian,индийский,masculine,FALSE
804,bang,хлопок,masculine,FALSE
805,disease,болезнь,feminine,FALSE
806,italian,итальянский,masculine,FALSE
807,role,роль,feminine,FALSE
808,butt,задница,feminine,FALSE
809,victory,победа,feminine,FALSE
810,trap,ловушка,feminine,FALSE
811,nation,нация,feminine,FALSE
812,desire,желание,neuter,FALSE
813,midnight,полночь,feminine,FALSE
814,jury,жюри,neuter,FALSE
815,appointment,встреча,feminine,FALSE
816,swim,плавание,neuter,FALSE
817,mail,почта,feminine,FALSE
818,vacation,отпуск,masculine,FALSE
819,source,источник,masculine,FALSE
820,factory,завод,masculine,FALSE
821,palace,дворец,masculine,FALSE
822,crack,трещина,feminine,FALSE
823,talent,талант,masculine,FALSE
824,neighborhood,район,masculine,FALSE
825,threat,угроза,feminine,FALSE
826,ear,ухо,neuter,FALSE
827,miracle,чудо,neuter,FALSE
828,grandmother,бабушка,feminine,FALSE
829,firm,фирма,feminine,FALSE
830,winner,победитель,masculine,FALSE
831,license,лицензия,feminine,FALSE
832,advantage,преимущество,neuter,FALSE
833,monkey,обезьяна,feminine,FALSE
834,mirror,зеркало,neuter,FALSE
835,wood,дерево,neuter,FALSE
836,union,союз,masculine,FALSE
837,christian,христианин,masculine,FALSE
838,violence,насилие,neuter,FALSE
839,protection,защита,feminine,FALSE
840,hook,крючок,masculine,FALSE
841,motherfucker,ублюдок,masculine,FALSE
842,concern,забота,feminine,FALSE
843,effect,эффект,masculine,FALSE
844,studio,студия,feminine,FALSE
845,load,нагрузка,feminine,FALSE
846,treasure,сокровище,neuter,FALSE
847,spell,заклинание,neuter,FALSE
848,iron,железо,neuter,FALSE
849,rescue,спасение,neuter,FALSE
850,treatment,лечение,neuter,FALSE
851,desert,пустыня,feminine,FALSE
852,result,результат,masculine,FALSE
853,piano,пианино,neuter,FALSE
854,friendship,дружба,feminine,FALSE
855,candy,конфета,feminine,FALSE
856,bride,невеста,feminine,FALSE
857,flower,цветок,masculine,FALSE
858,bone,кость,feminine,FALSE
859,value,ценность,feminine,FALSE
860,junior,младший,masculine,FALSE
861,remains,остатки,plural,FALSE
862,metal,металл,masculine,FALSE
863,tip,чаевые,plural,FALSE
864,holiday,отпуск,masculine,FALSE
865,rate,ставка,feminine,FALSE
866,performance,выступление,neuter,FALSE
867,governor,губернатор,masculine,FALSE
868,vehicle,транспортное средство,neuter,FALSE
869,toast,тост,masculine,FALSE
870,pride,гордость,feminine,FALSE
871,champagne,шампанское,neuter,FALSE
872,stranger,незнакомец,masculine,FALSE
873,uniform,форма,feminine,FALSE
874,tear,слеза,feminine,FALSE
875,cab,такси,neuter,FALSE
876,presence,присутствие,neuter,FALSE
877,scream,крик,masculine,FALSE
878,dust,пыль,feminine,FALSE
879,edge,край,masculine,FALSE
880,witch,ведьма,feminine,FALSE
881,media,средства массовой информации,plural,FALSE
882,claim,претензия,feminine,FALSE
883,rice,рис,masculine,FALSE
884,egg,яйцо,neuter,FALSE
885,punch,удар,masculine,FALSE
886,cast,кастинг,masculine,FALSE
887,intelligence,разведка,"feminine (if meant as ""intelligence agency""); интеллект",FALSE
888,cow,корова,feminine,FALSE
889,surface,поверхность,feminine,FALSE
890,cigarette,сигарета,feminine,FALSE
891,destiny,судьба,feminine,FALSE
892,score,счет,masculine,FALSE
893,technology,технология,feminine,FALSE
894,dragon,дракон,masculine,FALSE
895,pilot,пилот,masculine,FALSE
896,sin,грех,masculine,FALSE
897,emperor,император,masculine,FALSE
898,goal,цель,feminine,FALSE
899,youth,молодежь,feminine,FALSE
900,pot,горшок,masculine,FALSE
901,wolf,волк,masculine,FALSE
902,boom,взрыв,masculine,FALSE
903,row,ряд,masculine,FALSE
904,section,секция,feminine,FALSE
905,dump,свалка,feminine,FALSE
906,text,текст,masculine,FALSE
907,prisoner,заключённый,masculine,FALSE
908,zero,ноль,masculine,FALSE
909,wheel,колесо,neuter,FALSE
910,exchange,обмен,masculine,FALSE
911,coast,побережье,neuter,FALSE
912,grade,оценка,feminine,FALSE
913,shift,смена,feminine,FALSE
914,cure,лекарство,neuter,FALSE
915,sacrifice,жертва,feminine,FALSE
916,beast,зверь,masculine,FALSE
917,pie,пирог,masculine,FALSE
918,material,материал,masculine,FALSE
919,creature,существо,neuter,FALSE
920,trace,след,masculine,FALSE
921,button,кнопка,feminine,FALSE
922,darkness,тьма,feminine,FALSE
923,ambulance,скорая помощь,feminine,FALSE
924,internet,интернет,masculine,FALSE
925,range,диапазон,masculine,FALSE
926,expert,эксперт,masculine,FALSE
927,freeze,заморозка,feminine,FALSE
928,sale,распродажа,feminine,FALSE
929,juice,сок,masculine,FALSE
930,solution,раствор,masculine,FALSE
931,tower,башня,feminine,FALSE
932,mass,масса,feminine,FALSE
933,alien,пришелец,masculine,FALSE
934,schedule,расписание,neuter,FALSE
935,stairs,лестница,feminine,FALSE
936,fruit,фрукт,masculine,FALSE
937,spy,шпион,masculine,FALSE
938,senior,старший,masculine,FALSE
939,garage,гараж,masculine,FALSE
940,anger,гнев,masculine,FALSE
941,clue,подсказка,feminine,FALSE
942,magazine,журнал,masculine,FALSE
943,zone,зона,feminine,FALSE
944,shoulder,плечо,neuter,FALSE
945,progress,прогресс,masculine,FALSE
946,snake,змея,feminine,FALSE
947,effort,усилие,neuter,FALSE
948,elevator,лифт,masculine,FALSE
949,sentence,предложение,neuter,FALSE
950,equipment,оборудование,neuter,FALSE
951,attitude,отношение,neuter,FALSE
952,newspaper,газета,feminine,FALSE
953,warrant,ордер,masculine,FALSE
954,loser,проигравший,masculine,FALSE
955,series,серия,feminine,FALSE
956,vision,зрение,neuter,FALSE
957,actor,актёр,masculine,FALSE
958,curse,проклятие,neuter,FALSE
959,shadow,тень,feminine,FALSE
960,passion,страсть,feminine,FALSE
961,route,маршрут,masculine,FALSE
962,reporter,репортёр,masculine,FALSE
963,explosion,взрыв,masculine,FALSE
964,squad,отряд,masculine,FALSE
965,kingdom,королевство,neuter,FALSE
966,screen,экран,masculine,FALSE
967,fashion,мода,feminine,FALSE
968,wave,волна,feminine,FALSE
969,climb,подъём,masculine,FALSE
970,pen,ручка,feminine,FALSE
971,incident,инцидент,masculine,FALSE
972,bull,бык,masculine,FALSE
973,chain,цепь,feminine,FALSE
974,device,устройство,neuter,FALSE
975,debt,долг,masculine,FALSE
976,campaign,кампания,feminine,FALSE
977,hug,объятие,neuter,FALSE
978,alcohol,алкоголь,masculine,FALSE
979,conference,конференция,feminine,FALSE
980,education,образование,neuter,FALSE
981,politics,политика,feminine,FALSE
982,rape,изнасилование,neuter,FALSE
983,mummy,мумия,feminine,FALSE
984,border,граница,feminine,FALSE
985,wire,провод,masculine,FALSE
986,prize,приз,masculine,FALSE
987,circle,круг,masculine,FALSE
988,object,объект,masculine,FALSE
989,robbery,ограбление,neuter,FALSE
990,thunder,гром,masculine,FALSE
991,rope,веревка,feminine,FALSE
992,salt,соль,feminine,FALSE
993,flesh,плоть,feminine,FALSE
994,writer,писатель,masculine,FALSE
995,trash,мусор,masculine,FALSE
996,reward,вознаграждение,neuter,FALSE
997,glory,слава,feminine,FALSE
998,authority,власть,feminine,FALSE
999,estate,имущество,neuter,FALSE
1000,yard,двор,masculine,FALSE
1001,tank,танк,masculine,FALSE
1002,confidence,уверенность,feminine,FALSE
1003,lack,недостаток,masculine,FALSE
1004,apple,яблоко,neuter,FALSE
1005,approach,подход,masculine,FALSE
1006,chick,цыплёнок,masculine,FALSE
1007,doll,кукла,feminine,FALSE
1008,duck,утка,feminine,FALSE
1009,stock,акции,"plural, feminine",FALSE
1010,library,библиотека,feminine,FALSE
1011,failure,неудача,feminine,FALSE
1012,movement,движение,neuter,FALSE
1013,bow,лук,masculine,FALSE
1014,tail,хвост,masculine,FALSE
1015,senator,сенатор,masculine,FALSE
1016,nightmare,кошмар,masculine,FALSE
1017,theater,театр,masculine,FALSE
1018,sand,песок,masculine,FALSE
1019,reputation,репутация,feminine,FALSE
1020,slip,промах,masculine,FALSE
1021,pink,розовый,masculine (adjective used as a noun),FALSE
1022,maid,горничная,feminine,FALSE
1023,agency,агентство,neuter,FALSE
1024,childhood,детство,neuter,FALSE
1025,opposite,противоположность,feminine,FALSE
1026,policy,политика,feminine,FALSE
1027,panic,паника,feminine,FALSE
1028,design,дизайн,masculine,FALSE
1029,chat,чат,masculine,FALSE
1030,task,задача,feminine,FALSE
1031,chatter,болтовня,feminine,FALSE
1032,belt,ремень,masculine,FALSE
1033,guarantee,гарантия,feminine,FALSE
1034,current,течение,neuter,FALSE
1035,garbage,мусор,masculine,FALSE
1036,custody,опека,feminine,FALSE
1037,demon,демон,masculine,FALSE
1038,coincidence,совпадение,neuter,FALSE
1039,attempt,попытка,feminine,FALSE
1040,revolution,революция,feminine,FALSE
1041,agreement,соглашение,neuter,FALSE
1042,empire,империя,feminine,FALSE
1043,disaster,катастрофа,feminine,FALSE
1044,advance,аванс,masculine,FALSE
1045,guitar,гитара,feminine,FALSE
1046,detail,деталь,feminine,FALSE
1047,behavior,поведение,neuter,FALSE
1048,delivery,доставка,feminine,FALSE
1049,ability,способность,feminine,FALSE
1050,district,район,masculine,FALSE
1051,shoe,обувь,feminine,FALSE
1052,slave,раб,masculine,FALSE
1053,coward,трус,masculine,FALSE
1054,hunter,охотник,masculine,FALSE
1055,culture,культура,feminine,FALSE
1056,explanation,объяснение,neuter,FALSE
1057,committee,комитет,masculine,FALSE
1058,background,фон,masculine,FALSE
1059,identity,личность,feminine,FALSE
1060,channel,канал,masculine,FALSE
1061,bound,связь,feminine,FALSE
1062,species,вид,masculine,FALSE
1063,struggle,борьба,feminine,FALSE
1064,mask,маска,feminine,FALSE
1065,fever,лихорадка,feminine,FALSE
1066,loan,займ,masculine,FALSE
1067,whistle,свисток,masculine,FALSE
1068,punishment,наказание,neuter,FALSE
1069,production,производство,neuter,FALSE
1070,capital,столица,feminine,FALSE
1071,potential,потенциал,masculine,FALSE
1072,quarter,четверть,feminine,FALSE
1073,bowl,миска,feminine,FALSE
1074,museum,музей,masculine,FALSE
1075,cheer,одобрение,neuter,FALSE
1076,dish,блюдо,neuter,FALSE
1077,gunshot,выстрел,masculine,FALSE
1078,closet,шкаф,masculine,FALSE
1079,dirt,грязь,feminine,FALSE
1080,crown,корона,feminine,FALSE
1081,shout,крик,masculine,FALSE
1082,fella,парень,masculine,FALSE
1083,couch,диван,masculine,FALSE
1084,demand,требование,neuter,FALSE
1085,transfer,перевод,masculine,FALSE
1086,joint,сочленение,neuter,FALSE
1087,episode,эпизод,masculine,FALSE
1088,basement,подвал,masculine,FALSE
1089,roman,римлянин,masculine,FALSE
1090,article,статья,feminine,FALSE
1091,guide,гид,masculine,FALSE
1092,sandwich,бутерброд,masculine,FALSE
1093,flash,вспышка,feminine,FALSE
1094,wallet,бумажник,masculine,FALSE
1095,quality,качество,neuter,FALSE
1096,concert,концерт,masculine,FALSE
1097,singer,певец,masculine,FALSE
1098,lane,полоса,feminine,FALSE
1099,baseball,бейсбол,masculine,FALSE
1100,title,титул,masculine,FALSE
1101,commissioner,комиссар,masculine,FALSE
1102,pee,пись,neuter (colloquial),FALSE
1103,charity,благотворительность,feminine,FALSE
1104,drama,драма,feminine,FALSE
1105,ceremony,церемония,feminine,FALSE
1106,package,пакет,masculine,FALSE
1107,shine,блеск,masculine,FALSE
1108,comrade,товарищ,masculine,FALSE
1109,pussy,киска,feminine (colloquial),FALSE
1110,supply,поставка,feminine,FALSE
1111,tone,тон,masculine,FALSE
1112,customer,покупатель,masculine,FALSE
1113,sweat,пот,masculine,FALSE
1114,possibility,возможность,feminine,FALSE
1115,flag,флаг,masculine,FALSE
1116,plastic,пластик,masculine,FALSE
1117,gear,шестеренка,feminine,FALSE
1118,surrender,капитуляция,feminine,FALSE
1119,impression,впечатление,neuter,FALSE
1120,self,сам,masculine (short for ‘само’ when used as a noun meaning ‘self’),FALSE
1121,bust,арест,masculine,FALSE
1122,servant,слуга,masculine,FALSE
1123,gym,спортзал,masculine,FALSE
1124,assault,нападение,neuter,FALSE
1125,trail,след,masculine,FALSE
1126,crisis,кризис,masculine,FALSE
1127,collection,коллекция,feminine,FALSE
1128,diamond,алмаз,masculine,FALSE
1129,adult,взрослый,masculine,FALSE
1130,bible,библия,feminine,FALSE
1131,league,лига,feminine,FALSE
1132,orange,апельсин,masculine,FALSE
1133,imagination,воображение,neuter,FALSE
1134,neighbor,сосед,masculine,FALSE
1135,blast,взрыв,masculine,FALSE
1136,balance,баланс,masculine,FALSE
1137,golf,гольф,masculine,FALSE
1138,defeat,поражение,neuter,FALSE
1139,theme,тема,feminine,FALSE
1140,comfort,комфорт,masculine,FALSE
1141,reaction,реакция,feminine,FALSE
1142,legend,легенда,feminine,FALSE
1143,grass,трава,feminine,FALSE
1144,print,печать,feminine,FALSE
1145,virus,вирус,masculine,FALSE
1146,launch,запуск,masculine,FALSE
1147,siren,сирена,feminine,FALSE
1148,entrance,вход,masculine,FALSE
1149,religion,религия,feminine,FALSE
1150,butter,масло,neuter,FALSE
1151,homework,домашнее задание,neuter,FALSE
1152,stress,стресс,masculine,FALSE
1153,cap,кепка,feminine,FALSE
1154,bat,летучая мышь,feminine,FALSE
1155,mix,микс,masculine,FALSE
1156,torture,пытка,feminine,FALSE
1157,deck,палуба,feminine,FALSE
1158,rabbit,кролик,masculine,FALSE
1159,option,опция,feminine,FALSE
1160,accent,акцент,masculine,FALSE
1161,tax,налог,masculine,FALSE
1162,rip,разрыв,masculine,FALSE
1163,bud,почка,feminine,FALSE
1164,therapy,терапия,feminine,FALSE
1165,lifetime,всю жизнь,feminine,FALSE
1166,crush,увлечение,neuter,FALSE
1167,champion,чемпион,masculine,FALSE
1168,skull,череп,masculine,FALSE
1169,version,версия,feminine,FALSE
1170,mistress,любовница,feminine,FALSE
1171,fuel,топливо,neuter,FALSE
1172,term,срок,masculine,FALSE
1173,bond,облигация,feminine,FALSE
1174,plain,равнина,feminine,FALSE
1175,experiment,эксперимент,masculine,FALSE
1176,monk,монах,masculine,FALSE
1177,lion,лев,masculine,FALSE
1178,lad,парень,masculine,FALSE
1179,exercise,упражнение,neuter,FALSE
1180,purse,кошелек,masculine,FALSE
1181,cave,пещера,feminine,FALSE
1182,standard,стандарт,masculine,FALSE
1183,tunnel,тоннель,masculine,FALSE
1184,steel,сталь,feminine,FALSE
1185,division,раздел,masculine,FALSE
1186,sheep,овца,feminine,FALSE
1187,classic,классика,feminine,FALSE
1188,nephew,племянник,masculine,FALSE
1189,sauce,соус,masculine,FALSE
1190,influence,влияние,neuter,FALSE
1191,network,сеть,feminine,FALSE
1192,contest,конкурс,masculine,FALSE
1193,cabin,кабина,feminine,FALSE
1194,jungle,джунгли,plural,FALSE
1195,vampire,вампир,masculine,FALSE
1196,exit,выход,masculine,FALSE
1197,spit,плевок,masculine,FALSE
1198,generation,поколение,neuter,FALSE
1199,crystal,кристалл,masculine,FALSE
1200,status,статус,masculine,FALSE
1201,degree,степень,feminine,FALSE
1202,buck,бакс,masculine (colloquial for ‘доллар’),FALSE
1203,brand,бренд,masculine,FALSE
1204,toy,игрушка,feminine,FALSE
1205,scratch,царапина,feminine,FALSE
1206,tribe,племя,neuter,FALSE
1207,script,сценарий,masculine,FALSE
1208,nerve,нерв,masculine,FALSE
1209,seal,печать,feminine,FALSE
1210,bug,жук,masculine,FALSE
1211,response,ответ,masculine,FALSE
1212,surveillance,наблюдение,neuter,FALSE
1213,gain,прирост,masculine,FALSE
1214,trigger,курок,masculine,FALSE
1215,clinic,клиника,feminine,FALSE
1216,patience,терпение,neuter,FALSE
1217,traitor,предатель,masculine,FALSE
1218,heck,черт,masculine,FALSE
1219,hail,град,masculine,FALSE
1220,port,порт,masculine,FALSE
1221,beef,говядина,feminine,FALSE
1222,routine,рутина,feminine,FALSE
1223,outfit,наряд,masculine,FALSE
1224,confession,признание,neuter,FALSE
1225,ease,удобство,neuter,FALSE
1226,deputy,заместитель,masculine,FALSE
1227,principal,директор,masculine,FALSE
1228,stake,ставка,feminine,FALSE
1229,link,связь,feminine,FALSE
1230,industry,индустрия,feminine,FALSE
1231,costume,костюм,masculine,FALSE
1232,argument,аргумент,masculine,FALSE
1233,motion,движение,neuter,FALSE
1234,construction,строительство,neuter,FALSE
1235,aim,цель,feminine,FALSE
1236,pattern,узор,masculine,FALSE
1237,nail,гвоздь,masculine,FALSE
1238,electricity,электричество,neuter,FALSE
1239,warrior,воин,masculine,FALSE
1240,fairy,фея,feminine,FALSE
1241,anniversary,юбилей,masculine,FALSE
1242,temperature,температура,feminine,FALSE
1243,booth,будка,feminine,FALSE
1244,pet,питомец,masculine,FALSE
1245,sport,спорт,masculine,FALSE
1246,bail,залог,masculine,FALSE
1247,interrupt,прерывание,neuter,FALSE
1248,tune,мелодия,feminine,FALSE
1249,prayer,молитва,feminine,FALSE
1250,conscience,совесть,feminine,FALSE
1251,headquarters,штаб-квартира,feminine,FALSE
1252,cock,петух,masculine,FALSE
1253,chip,чип,masculine,FALSE
1254,guilt,вина,feminine,FALSE
1255,chill,озноб,masculine,FALSE
1256,mouse,мышь,feminine,FALSE
1257,dealer,дилер,masculine,FALSE
1258,backup,резервная копия,feminine,FALSE
1259,paradise,рай,masculine,FALSE
1260,bishop,епископ,masculine,FALSE
1261,trunk,багажник,masculine,FALSE
1262,tradition,традиция,feminine,FALSE
1263,salad,салат,masculine,FALSE
1264,complex,комплекс,masculine,FALSE
1265,average,среднее,neuter,FALSE
1266,cliff,утес,masculine,FALSE
1267,greek,грек,masculine,FALSE
1268,behalf,имя,neuter,FALSE
1269,punk,панк,masculine,FALSE
1270,strip,полоса,feminine,FALSE
1271,pipe,труба,feminine,FALSE
1272,sample,образец,masculine,FALSE
1273,laundry,прачечная,feminine,FALSE
1274,environment,окружение,neuter,FALSE
1275,cage,клетка,feminine,FALSE
1276,robot,робот,masculine,FALSE
1277,habit,привычка,feminine,FALSE
1278,wrap,обертка,feminine,FALSE
1279,belly,живот,masculine,FALSE
1280,benefit,выгода,feminine,FALSE
1281,sink,раковина,feminine,FALSE
1282,beep,сигнал,masculine,FALSE
1283,motive,мотив,masculine,FALSE
1284,circus,цирк,masculine,FALSE
1285,territory,территория,feminine,FALSE
1286,pit,яма,feminine,FALSE
1287,apology,извинение,neuter,FALSE
1288,exam,экзамен,masculine,FALSE
1289,festival,фестиваль,masculine,FALSE
1290,actress,актриса,feminine,FALSE
1291,ward,палата,feminine,FALSE
1292,activity,деятельность,feminine,FALSE
1293,worker,работник,masculine,FALSE
1294,policeman,полицейский,masculine,FALSE
1295,shelter,убежище,neuter,FALSE
1296,existence,существование,neuter,FALSE
1297,atmosphere,атмосфера,feminine,FALSE
1298,product,продукт,masculine,FALSE
1299,meantime,междувременье,neuter,FALSE
1300,limit,предел,masculine,FALSE
1301,election,выборы,"plural, both genders",FALSE
1302,underwear,нижнее белье,neuter,FALSE
1303,pulse,пульс,masculine,FALSE
1304,farewell,прощание,neuter,FALSE
1305,slap,шлепок,masculine,FALSE
1306,yell,крик,masculine,FALSE
1307,doorbell,звонок,masculine,FALSE
1308,adventure,приключение,neuter,FALSE
1309,passport,паспорт,masculine,FALSE
1310,hammer,молоток,masculine,FALSE
1311,hood,капот,masculine,FALSE
1312,judgment,приговор,masculine,FALSE
1313,homicide,убийство,neuter,FALSE
1314,patrol,патруль,masculine,FALSE
1315,flow,поток,masculine,FALSE
1316,fence,забор,masculine,FALSE
1317,noon,полдень,masculine,FALSE
1318,occasion,случай,masculine,FALSE
1319,personality,личность,feminine,FALSE
1320,fantasy,фантазия,feminine,FALSE
1321,produce,продукция,feminine,FALSE
1322,odds,шансы,"plural, both genders",FALSE
1323,signature,подпись,feminine,FALSE
1324,individual,индивидуальность,feminine,FALSE
1325,charm,очарование,neuter,FALSE
1326,chairman,председатель,masculine,FALSE
1327,frame,рамка,feminine,FALSE
1328,relief,облегчение,neuter,FALSE
1329,cloud,облако,neuter,FALSE
1330,corpse,тело,neuter,FALSE
1331,organization,организация,feminine,FALSE
1332,host,хозяин,masculine,FALSE
1333,transport,транспорт,masculine,FALSE
1334,oxygen,кислород,masculine,FALSE
1335,citizen,гражданин,masculine,FALSE
1336,impact,воздействие,neuter,FALSE
1337,offense,преступление,neuter,FALSE
1338,producer,производитель,masculine,FALSE
1339,kit,комплект,masculine,FALSE
1340,ad,объявление,neuter,FALSE
1341,escort,сопровождение,neuter,FALSE
1342,invitation,приглашение,neuter,FALSE
1343,terrorist,террорист,masculine,FALSE
1344,clay,глина,feminine,FALSE
1345,tragedy,трагедия,feminine,FALSE
